question_id,question_content,question_tags
693041,play volleybal tonight  hr got around 180  chest pain left breast 5min  ekg yesterday came fine  go er,chest pain  stress  chest tight  chest pressur  angina  electrocardiogram  femal health  stress test
694788,3 day taken  12 paracetamol  16 ibuprofen  16 codein 12 amoxicillin tabl  due abscess tooth  ok,abscess  ibuprofen  rufen  nuprin  motrin  dentistri  amoxil  amoxicillin  advil  acetaminophen
694806,pain upper left side rib cage left breast  mammogram  xray  ct scan  colonoscopi urin fine  help ,muscl strain  ibuprofen  nuprin  rufen  motrin  pain medicin  advil  urin  mammogram  ct scan
696274,weigh 264 25yr  old feel tingl head hand feet check blood pressur its160 110  could sinus  wat ,tingl  blood pressur
699912,sever month terribl abdomin pain  yellow  slimi liquid stoolbut never feel like empti complet gallbl  app ,abdomin discomfort  abdomin pain  overact thyroid  dump syndrom  inflammatori bowel diseas  hyperthyroid  celiac diseas  belli pain  bacteria  fece
700474,left jaw sore well left side throat ear ,jaw pain  dentistri  ent head neck surgeri
71415,sleep apnea relat copd asthma effect treatment someon sleep apnea copd  cpap  bipap  pillow,sleep disord  snore  sleep disturb  asthma  lung diseas  sleep apnea  apnea  sleep  snore  copd
71796,reason anal fissur progress pile hemmorridseven patient have reular fiber diet good intak water,fece  hemorrhoid  fiber  diet  anal fissur
723038,could mild case mitral valv prolaps caus prevent lower face lift white coat hypertens,high blood pressur  mitral valv prolaps  white coat hypertens  mvp  xray chest  valv  lower face lift  hypertens  hypertens  electrocardiogram
724113,knee crack bend get floor  feel like theyr disloc  sometim cant walk  know what wrong,knee pain  physiotherapi  physic therapi  cartilag  gait
72496,pea size bump upper inner thigh  look purpl bruis somewhat squishi  pop fill bright red blood ,red skin  rais red skin lesion  hemangioma
725808,walk lot foot start hurtingund big toe side near arch foot walk  doesnt hurt touch also throb night,arthriti  pain joint  orthot  podiatri  nerv  surgeri  gait
726377,sever pain ulnar side elbow   could attribut psoriat arthriti,arthriti  pain joint  asthenia  elbow pain  inflamm  epicondyl  neuropathi  cubit tunnel syndrom  psoriasi  tingl
726461,pain hip   knee   ankl feet   could b caus blood test came back clear  doctor say plantar fasciiti ,podiatri  osteoarthr  orthot  plantar fasciiti
731371,headach  facial pain 6 month  left side  mri reveal larg mucus retent cyst right side  link,headach  facial pain  magnet reson imag  mri  facial  ent head neck surgeri
73340,sever pain neck shoulder rum right arm hand  start left side  c4  c5 neck surgeri  ,nerv  laparoscop surgeri  surgeri  neck surgeri  c5
748975,follow wisdom teeth remov 6 week later gum heel snot comin wisdom extract site also foul odor lean forward ,fistula  wisdom tooth extract  wisdom teeth  tooth extract
753098,get lot neck pain headach  pass tmj  went get neck massag found lump behind ear neck could,headach  neck pain  tmj syndrom  massag  ent head neck surgeri
755941,inflammatori breast cancer look like 4mm circular sore that month new skin grow top im nurs ,tender swollen lump breast  breast carcinoma  breast cancer  cancer  inflammatori breast cancer  femal health  feed  mastiti  breastfeed
757008,diagnos torn meniscus last year itsettl without surgeri  went danc last night nowth left side left knee hurt  could reason,torn meniscus  nsaid  surgeri  danc
758103,still pain molar extract bone graft  os say sign infect dri socket  pain normal,dri socket  graft  tooth extract  bone graft
759167,roll ankl play soccer yesterday  today still realli pain move walk  red  swollen  get check,sprain  gait
762293,dc 7 week ago  got negat pregnanc test 11 day  got 1st period last 4 day 12 day ago  get 5 posit test clear blue say 23 week sinc concept confus,obstetr gynecolog  obstetr  healthi pregnanc  pregnanc test  pregnanc  mental confus  get pregnant  femal health
76269,ive pain left shoulder upper back 3 week  also  pain left upper arm  tingl numb  massag help   idea,muscl spasm  numb  tingl  massag  charley hors  nerv
762722,afraid start methotrex ra  cant fulli close right hand   dont want lose hair   diagnos 5 month ago ,rheumatoid arthriti  ra  rheumatrex  methotrex
763075,psoriasi mean psoriat arthriti arthriti,arthriti  pain joint  psoriasi  psoriat arthriti
76324,parathyroid surgeri tomw  someon still heal anal fissur  biggest concern postop constip  hint,constip  surgeri  anal fissur  treat constip
769898,antibiot exampl antibiot  could cure infect gumswisdom tooth best friend  ,dentistri  antibiot
770477,ra test negat emg nerv test negat also pain neck shpulder blade elbow wrist knee ankl could possibl fibromyalgia,fatigu  fibromyalgia  lethargi  chronic fatigu  ra  rheumatoid arthriti  rheumatolog  nerv  sleep
773435,twist right knee ankl 7 26 12  mri 4 29 13  birth son  mri show injuri meniscus  pain worsen physicaltherapi next,surgeri  orthoped surgeri  exercis  arthroscopi  placenta  physiotherapi  physic therapi  mri  magnet reson imag
790072,impact wisdom tooth@cyst upper 5dys ago gen anesthet spitin blood think comin nostril blowin nose showin blood u advic pleas x,surgeri  oral maxillofaci surgeri  nostril  anesthet
791308,definit least expens test ms look new doctor follow use second mri  specif question thati ask new doctor,multipl sclerosi  neurolog  imag  mri  magnet reson imag
792534,tooth extract dental bone graft  three week ago  one cours amoxicillin 36 hoursof take augmentin  swell  pain  stench andooz site  doctor lanc squeez 24hour ago ,sodium  oral maxillofaci surgeri  graft  bone graft  augmentin  amoxicillin clavulan  amoxicillin
793286,im 17 year old male littl lump left nippl  hurt littl appli pressur  male breast cancer,breast cancer  breast carcinoma  cancer  male breast cancer
795003,notic small red dot sudden apper arm upper chest neck area  hurt itchi  pale skin ,spider vein  benign tumor  neoplasm  angioma  cancer  spider angioma
798948,im 21 problem anginalik pain mylif  recent  start get palpit breathless  ekg  holter  echo  blood cardiac ct angiogram done  left base uncov,feel anxious  chest pain  breathless  esophag spasm  angina  panic attack  gastroenterolog  nitrol  nitroglyn  nitroglycerin
799691,four xray chest  one ct abdomenand one bone scan  worri whether increas chanc develop cancer radiat ,cancer  irradi  ct scan  radioact  imag  gamma ray  ct abdomen  comput tomographi  travel  bone scan
802122,ok chew gum  eat breath mint  use mouthwash wisdom teeth extract,wisdom teeth  tooth extract  mouthwash
812709,normal clinic breast exam   mri show cancer often happen  cousin cancer late 20s,cancer  mri breast  digit mammogram  mammogram  mri breast contrast  ultrasound breast  mri  magnet reson imag  femal health  biopsi
820353,past two day  burn stomach pain loos wateri stool get low grade temperatur night  intestin cramp  could ulcer  ib virus,stomach pain  ulcer  irrit bowel syndrom  stomach discomfort  nutrit  virus  food poison  intestin  gastrointestin pain  fece
820591,liver cancer stage 4   lung cancer spleen cancer cirrhosi hep c  take chemotherapi treatment reduc tumor maker,hepat c  cirrhosi liver  neoplasm  hep c  cancer  liver cancer  lung cancer  qualiti life  medic oncolog  chemotherapi
821006,29 f   pain behind knee walk type exercis   way month   pain calf start today  dvt  n bc ,muscl strain  knee pain  blood clot leg  deep venous thrombosi  exercis  sonogram
829411,wisdom teeth extract monday impact remov one   strep throat  sooth pain asap ,strep throat  streptococc infect  wisdom teeth  antibiot  tooth extract  magic mouthwash  mouthwash
830759,im take 2 5 warfarin daili clot disord  past week taken 2 alev daili leg pain dvt  affect inr,leg pain  clot disord  blood clot leg  deep venous thrombosi  inr  naproxen  thrombus  coumadin  warfarin  wear compress stock
83405,woke sore throat  headach fever  strep throat go around st school  realli money go doctor  anythin,fever  throat pain  sore throat  headach  strep throat  streptococc infect  rheumat fever  expos strep throat  headach fever
835756,got splint taken rhinoplasti septoplasti  normal constant runni nose septum hurt realli bad,rhiniti  runni nose  septoplasti  rhinoplasti  splint
83742,medic  tremor head hand leg month  constant dizzi troubl speak  also hair loss  idea,bald  dizzi  tremor  speech difficulti  hair loss  vertigo  imag
839407,period 3month  pregnant symptom  neg blood test  dr say get ultrasound ovarian cyst  possibl still pregnant ,miss period  ovarian cyst  pregnanc  sonogram  femal health
843662,period 5 day late day 42  headach  cramp  pink spot faint bfp turn alway bfn  bbt chart crazi  tend low  could pregnant,headach  femal health  get pregnant  pregnanc  menstrual period
85036,mycolog ii cream cure yeast infect bacteri vaginosi,yeast infect  bacteri infect vagina  mycolog ii  yeast  clindamycin phosphat  flagyl  cleocin  metronidazol  nystatin triamcinolon
852444,mri w contrast brain show lesion  symptom ms includ diplopia  could anoth autoimmun diseas ms,autoimmun diseas  doubl vision  multipl sclerosi  mri  magnet reson imag  antibodi  thrombus
856626,burp reflux excess sever month  nexium reduc acid  burp  burn stomach pain meal  negat h pylori  22 year old male  terrifi stomach cancer,belch  indigest  heartburn  reflux  stomach pain  helicobact pylori  stomach discomfort  cancer  gi cancer  stomach cancer
857215,leg hurt side long foot feel tight  hurt walk pain side umder calf dwn side foot side ankel,tendon  achill tendon  antiinflammatori  plantar fasciiti  gait
857245,ulcer coliti 13 year  recent colonoscopi show cancer tumor right side colon  go full partial colon remov ,coliti  neoplasm  ulcer coliti  cancer  colonoscopi  colon  colectomi  surgeri
857788,give advic ent  vertigo nystagmus ive 3 doctor  perfect mri perfect blood work  ent send neuro vestib rhb  could wrong,dizzi  benign posit vertigo  nystagmus  magnet reson imag  vertigo  ent head neck surgeri  mri
868096,would usual treatment breast cancer 5mm dcis 1mm foci grade 3,breast cancer  neoplasm  breast carcinoma  cancer  intraduct carcinoma  radiat oncolog  tamoxifen
871039,anyon tell mean pleasebreast tissu heterogen dens  may obscur detect small mass,fibromyalgia  hormon  mammogram
87546,iron supplement take wont make constip,constip  supplement  iron  iron supplement  iron blood level
876893,play golf step hole twist ankl knee pop  hard walk littl pain  ,ankl sprain  golf  antiinflammatori  gait  brace
877739,untreat ear infect tooth abcess sinus infect gum diseas caus lymph node left supraclavicular possibl,gum diseas  ear infect  sinus  abscess  immun diseas  gingiv  bacteria  otiti media
878099,make decis whether ovari remov hysterectomi know   mom die breast cancer ,breast cancer  ashkenazi  breast carcinoma  cancer  ovarian cancer  hysterectomi  dna  femal health
882018,33 year old woman suffer tummi cramp  nausea  burp  flatul  headach  diarrhea  pain theleft side back  sharp chest pain  last 3 day done,headach  belch  chest pain  stomach cramp  flatul  nausea  diarrhea  pass gas  chest pressur  chest tight
887769,3 autoimmun prob  4 2013 got cellul r hand   antibiot result  cdiff  blood draw week  also canning tomato  rhand red  hot  swollen head almost elbow  md er,clostridium difficil infect  supplement  probiot  clostridium difficil  cellul  antibiot
889016,extern hemorrhoid burst morn  bleed stop   afraid tomorrow bowel movement caus bleed  minim potenti bleed go daili :,surgeri  probiot  laxat  fiber  fece  desitin  defec  anal swell  intestin  hemorrhoid
893239,doctor told cin 4 cervic cancer  alreadi done leep believ said got  howev  want get hysterectomi done ,neoplasm  cancer  cervic cancer  hysterectomi  loop electrosurg excis procedur  cervic biopsi use loop electrosurg excis procedur  femal health
895688,test done know whether chemotherapi drug breast cancer stage 1 work proper,breast cancer  breast carcinoma  cancer  chemotherapi  chemotherapi drug  surgeri
896864,abdomin mri found fluid fill gallbladd gallston  1 cm cyst livercan b caus nausea  diarrhea  rt side pain 3+ mos,diarrhea  nausea  loos stool  side pain  mri  magnet reson imag  bile  gallston  gastroenterolog
902729,dr true ladi get pregnant self home insemin get birth defect menat physicali retard babi,congenit abnorm  birth defect  pregnanc  male health  semen
903194,best option treat atroph hypertroph acn scar boxcar roll  coupl larger ice pick one,acn  pimpl  scar  acn scar  laser  graft  facial pimpl  dermabras  laser resurfac
905483,long swell last sprain ankl 6 week still swollen  xray break fractur ,wound  ankl sprain  scar  sprain  cartilag
911698,pain lower  back jaw   caviti wisdom teeth day never goe away  heard caviti hurt eat  true,cari  dental cari  tooth decay  caviti  wisdom teeth
921030,  back arm get lot tini bump almost like rash red itch hang around day come  goe caus,rash  skin rash  keratosi  keratosi pilari  keratin  retin  follicl  retinoid  vitamin
92335,week red lump side left breast  hurt touch  could,red skin  abscess  cancer  femal health  tactil  insect bite
925737,could caus upper abdomin pain mid back pain  ive picc line antibiot cure staph infect past 5 week ,abdomin discomfort  abdomin pain  back pain  staph infect  staphylococc infect  upper abdomin pain  multi infarct dementia  epigastr pain  belli pain  pain back
938589,physic possibl becom pregnant labor breastfeed mix norqd pill good birth control,ovul  sexual intercours  birth control  sex  pregnanc  lactat  labor  breastfeed
943328,child methotrex plaquenil jra sinc plaquenil get lot headach  side effect,headach  juvenil rheumatoid arthriti  rheumatrex  methotrex  hydroxychloroquin  plaquenil  children
945162,hard knot behind left ear  pain turn neck  blur vision right eye  headach  feel like pressur left ear,earach  headach  blurri vision  hazi vision  vision
945638,suspect pregnant back stomach pain  bleedingfleshi tissuethick blood  came vagina last night see doc sat miscarriagehelp,stomach pain  pregnanc loss  stomach discomfort  spontan abort  home pregnanc test  pregnanc test  pregnanc  gastrointestin pain  femal health  blood abnorm
949332,pelvic mri pain complic follow tvt bladder sling remov infect reveal enhanc  7 mm lesion thecal sac l4   follow need ,wound  magnet reson imag  surgeri  radiolog  urolog  imag  bladder  bladder sling surgeri  mri
95392,medicin arthriti effect,arthriti  pain joint  inflamm  vioxx  relafen  bextra  ibuprofen  voltaren  celebrex  magnesium
959201,sinc 2007 mch  mcv  hct  hgb  baso test come back low  rdw high  potassium low crp level doubl  ,hyperkalemia  klorcon  klorvess  klotrix  kay ciel  kaon  kaochlor  potassium
959817,radiat breast cancer surgeri hurt bodi,skin irrit  breast cancer  breast carcinoma  skin red  sunburn  cancer  irradi  gamma ray  radioact  roentgen ray
960223,two lump 1 cheek upper mouth visibl  soft small 1 insid toung feel pinch im 16 could oral cancer,cancer  oral cancer  mouth cancer  dentistri  oral maxillofaci surgeri
961368,sick  extrem fatigu  high platelet  potassium  sever anemia  low tsh  low acth 3 goiter thyroid hashimoto questionaddison what wrong w,fatigu  lyme diseas  low blood count  anemia  exhaust  lethargi  goiter  addison diseas  thyroid enlarg  klorvess
96153,long wisdom tooth extract dri socket develop,blood clot  dri socket  antibiot  tooth extract  wisdom tooth extract
965876,pain pressur left eye come goe  vision get mild blurri  along headach  could caus sinus congest,headach  vision
97644,use duac acn cream nose rhinoplasti,acn  pimpl  facial pimpl  rhinoplasti
978624,asthma attack run middl wood  sx: short breath  wheez  cough  stop run wood inhal ,asthma  cough  wheez  breathless  inhal
979748,chlamydia doc prescrib  antibiot metronidazol   im stil see discharg underwear use get rid pleas,pelvic inflammatori diseas  metrogel  norit  metronidazol  trikacid  metrocream  flagyl er  flagyl  antibiot
980583,3 week ago foot broken per er  got cam walker readi walk  use crutch foot hurt sinc husband tri move big toe ,orthoped surgeri  walker  gait  crutch  crutch  complementari altern medicin
980740,ive sweat  chill  feverish eye  sinus headach  lethargi  achey muscl raw throat month  two week amoxycillin hasnt help either  shouldi,sinus pain  headach  lethargi  listless  amoxicillin
988814,ankl sprain avuls fractur talus  1 wk later still slight swell  pain bear weight  foot turn purpl  throb stand   normal,sprain strain  ankl sprain  broken bone  crutch  crutch  sprain  roentgen ray
991499,3 year old pink eye doctor offic close ok use clear eye maximum itchi eye relief help,eye pain  hypersensit  pink eye  cetirizin  fexofenadin  zaditor  diphenhydramin  claritin  tactil  benadryl
994969,cut side finger top knckle 1wk ago  itchi  rais like liquid  cant bend finger fulli  tini amnt clear dischrg  pain  normal,wound  splint  synovi fluid  occup therapi  foreign bodi  bacteria
996027,augmentin amoxcillin better tooth infect,inflamm gum  periodont  antibiot  tetracyclin  sumycin  amoxil  amoxicillin clavulan  amoxicillin  augmentin
100171,small cell lung cancer  long see xray,cancer  lung cancer  small cell lung cancer  xray chest
1010147,thing radiat got head ct scan 3 year ago gave brain tumorim ask im brain tumor symptom im worri,neoplasm  cancer  brain tumor  ct scan  gamma ray  ct head  comput tomographi  irradi  radioact
1010387,back pain  numb foot mri report l5s1: wide base shallow disc herniat eccentr left  mild degre facet promin  central canal signific stenot  mean,back pain  herniat disk  numb  pain back  low back pain  sciatica  mri  magnet reson imag  nerv
102938,colon cancer  alway blood seen stool,blood stool  cancer  colon cancer  fece  colonoscopi  colon
103348,long person live brain tumor caus symptom,neoplasm  cancer  brain tumor  live brain tumor  motor
1035774,briefli describ ischaemia myocardi infarct heart attack,heart attack  myocardi infarct  ischemia  cardiac arrest  infarct  infarct  arteri
1036671,tmj caus leftsid face arm numb  ear full  eye feel pressur clear brainmri ct  left sidejaw pop open,tmj syndrom  numb  arm numb  ear full  comput tomographi
1042877,lip biopsi seroneg sjogren  what diff +    see dr 11 25  suggest find info sick year  2 ivig ms,multipl sclerosi  sjogren syndrom  seroneg  lip biopsi  biopsi
104299,symptom asthma dont wheez cough run jog,asthma  cough  wheez  bronchospasm  run
1044075,ct scan kidney check stone  etc  found small ovarian cyst  adren tumor  etc   would also shown,neoplasm  ovarian cyst  cancer  adren tumor  comput tomographi  ct scan
1044158,luq pain  colonoscopi  blood work  stool cultur normal  abdomen tender  colicki pain  feel like cramp get eat exercis right away  new depress 25 f  pancreat cancer,reflux  depress  cancer  pancreat cancer  gastriti  fece  workout  colonoscopi  colic  melancholia
105095,help vagina itch  burn discharg,femal health  burn
1060629,sneez  itchy+runni nose even cant breath lung function test abnorm  asthma blood oxygen 100 doctor suspect hyperventil caus allergi,rhiniti  asthma  hypersensit  hyperventil  runni nose  oxygen  allergi
1062987,past 6 month experienc pain left testicl  bulg also seen sometim groin shown doc  say hernia  varicocel,hernia  enlarg testicular vein  scrotal swell
1070456,new ring ear slight numb around mouth nose  recent ct mri mrv eeg normal histori pregnant tmj ehler danlo anxieti  help,feel anxious  tmj syndrom  numb  mri  pregnanc  magnet reson imag  ring ear  eeg  comput tomographi  anxieti
107484,blood toilet paper bowel movement common sign colon cancer,constip  asymptomat  cancer  colon cancer  intestin  colon  bowel movement  bowel  colonoscopi  fece
10783,glutenfre diet healthi altern someon doesnt celiac diseas,celiac diseas  gluten free diet  gluten  children  diet
10822,barium enema sound fun  effect diagnos colon polyp,colon polyp  polyp  colon  colon polyp  enema  colonoscopi  barium  barium enema
1093894,ive prediabetesfast 91 mg dl  hba1c5 7% keton urin diabet synonym like dri skin  urin  weight loss 6 kg month,diabet type 2  dri skin  prediabet  diabet  insulin resist syndrom  lose weight  lose weight  lose weight  keton  micturit
1102135,eye ultrasound reliabl evalu vitreous syneresisno retin tear  thousand floater n cloud  signific pvd found possibl,peripher vascular diseas  floater  retina  vitreous humor
1102654,hard slept week  tri  valerian root  melatonin  kava  motrinpm  ambien  xanax  xanax help two night work also tri relax techniqu suggest help,insomnia  herbal supplement  melatonin  relax techniqu  ambien  alprazolam  xanax
1111838,treatment bipolar disord,manic depress disord  bipolar disord
1113330,swollen lymph node groin armpit neck allar cm diamet  also examin doctor movabl worri,swollen gland  enlarg lymph node  lymphoma  tender lymph node  lymph node biopsi
1122777,mild pain discomfort left knee wieght trane leg yesterday  long rest appli ice heat,
112334,treatment gall bladder stone  surgeri,asymptomat  surgeri  gallston  bladder
1123881,im tysabrifor ms cold past 3 week penicillin  anti inflamitori  cold flu tablet work worri,flu  multipl sclerosi  penicillin  natalizumab  tysabri
112477,possibl get cervic cancer anyth hpv,cancer  cervic cancer  sex  femal health  hpv
1129340,deadlift 2 month ago  sever back pain 2 wk  mild chronic pain  get sharp pain spine across back deadlift  leg pain  weight exercis ok pull muscl take +8 week heal,muscl strain  leg pain  back pain  chronic pain  persist pain  sever back pain  exercis  pain back  par defect
1150059,pleas help terminolog person nearsight one eye farsight,farsighted  nearsighted
1152215,littl toe swollen  red  blue  numb frozen  itch swell  joint pain pinki hurt  morn night  diabet,diabet  diabet type 2  joint pain  arthriti  broken bone  gout  nerv damag  neuropathi  peripher neuropathi  diabet neuropathi
1160657,tooth abscess  await extract  jaw swollen cannot open mouth wide enough treatmen amoxillian co codomol 10 day tooth ok,abscess  dental abscess  tooth abscess  amoxicillin
1160849,pressur n face nose  eye runni nose  cough  lighthead blow nose kinda green alil fever ach,rhiniti  cough  dizzi  fever  lightheaded  runni nose
1164433,ive told hv complex ovarian cyst multipl fibroid r calcifi  fibroid r insid outsid uterus  worri,uterin fibroid  ovarian cyst  fibroid
1178903,24 year old  gym goer  smoke 13 cig day  feel pain near right scapula back side cough sneez stretch wake morn  lung cancer pancoast ,cough  cancer  lung cancer
1184735,ferratin 6  hemoglobin 10 4 hemocrit 34  indic iron defici anemia  cannot take supplement due ib  red meat  recommend,iron poor blood  anemia  irrit bowel syndrom  low blood count  iron defici anemia  iron blood level  iron  supplement
118831,belli button itchi red sometim wet sometim crusti  dont pierc shower regular ,red skin  psoriasi  fungal infect
1199121,pit edema leg  dvt  wear support stock time   calf supp  compress sleev good toe upper calf sock,edema  blood clot leg  deep venous thrombosi  compress
1199456,ast 37 alt 49 blood someth concern list high accord lab ive exhibit fatigu ,lethargi  sgot  sgpt  ast
1201673,keep think im go deaf   sever anxieti attack scare go deaf   clean ear water think ive damag 2 ear,feel anxious  anxieti disord  panic attack  anxieti
120701,good idea obtain genet test use 23andm would good know major diseas  breast cancer  vulner ,breast cancer  breast carcinoma  cancer  genet test  femal health  rock  counselor
1217829,2 yearold daughter thick green mucus come eye runni nose fever 101 3 day ive use garlic oil ear earach ,rhiniti  fever  green mucus  runni nose
1218724,end depoprovera shot earli jan  still period right lowersid abdmoin pain nausea stomach pain ,cramp pain  amenorrhea  irregular menstrual period  depo provera  pregnanc
1219158,red spot front soft palat  cold  bad sore throat  what go hard palat white,throat pain  sore throat  red spot  palat
1225760,dont play sport im pain start ankl bone side leg knee  difficulti walk could,difficulti walk
1226544,sore swollen nippl breast  nausea  upper back pain sign pregnanc,back pain  nausea  pain back  pregnanc  upper back pain
1227939,fluctuat lipas number  negat mrcp  ercp  ct scan  number main normal sometim elev reason  lung cancer,cancer  lung cancer  ercp  lipas  endoscop retrograd cholangiopancreatographi  ct scan  comput tomographi  mrcp
1229034,hypertens coronari arteri diseas plus diabet safe consum energi drink  energi ,diabet  high blood pressur  coronari arteri diseas  diabet type 2  coronari arteriosclerosi  hypertens  arteri
1231156,what best way find  im hiatal herniaendoscopi normal freq belch  acid reflux  sensat behind breast bone  bloat  breath prob ,reflux  belch  abdomin bloat  hernia  hiatal hernia  acid reflux  endoscopi
1232118,hashimoto 29 year old    inflam itchi scalp 7 mths seen 2 dermatologist  tri cortison crm ana neg  thyroid level good  depress  :,hashimoto thyroid
1232182,sure im pregnant w  negat hcg blood test 56 week contact noth vagin ultrasound 6 8 week contact,sonogram  pregnanc
1235864,small nodul apex lung found chest xray doctor saidit may scar tissu block bone shadow  apex 70 year old  cancer,scar  cancer  nodul  xray chest
1236476,menstrual cycl period 5 day late   take pregnanc test  nausea vomit headach backach frequent urin wake thirsti  hungri,stress  home pregnanc test  stress less  women health  femal health
123886,gamma knife surgeri option brain tumor,neoplasm  neuroma  cancer  brain tumor  high dose radiat  gamma knife surgeri  surgeri  laparoscop surgeri
1240179,fall asleep fine wake 3hr everi night  cannot go back sleep  way go back sleep sleep pill zolpidem  im diabet use cpap  idea bout caus solut plzthx,zolpidem  sonata  sleep  continu posit airway pressur
1244357,dr  rxd fluconazol 150mg yeast infect  said repeat 3 day  1st dose 27th  3 day 30th use otc yeast cream w itch,yeast infect  fluconazol  yeast  diflucan  candida
1245724,muscl weak rt bicep multipl cervic hnp c45 56 67 sometim weak numb  axial neck pain  epidur inj  didnt work op,neck pain  numb  weak muscl  loss strength  muscl weak  epidur inject  epidur
1246640,endoscop surgeri 5 day ago  dull sinus headach signific pain behind left eye  call doctor,headach  sinus  sinus pain  sinus headach  surgeri
1248374,alt 67 ast 30  direct bilirubin  2  alp 157 im 18  total cholesterol 213 ldl 137 caus problem gb surgeri,total cholesterol  surgeri  sgpt  sgot  ldl  direct bilirubin  bilirubin  ast  alkalin phosphatas
1251482,big toe hurt lot brusi swollen hurt walk sometim bend,toe pain
125458,expect metastasi  lung brain cancer,cancer  brain cancer  metastasi
12609,alzheim diseas inherit,alzheim diseas
1260908,diagnos grossli hypothyroid  hashimoto  feel wors week go  ultrasound scan read thyroid demonstr heterogen nodular echo textur,hypothyroid  sonogram  echo
12623,talk worri parent alzheim diseas,alzheim diseas  parent
127104,retire chicken pox childhood  reason get shingl vaccin saw drug compani ad ,shingl  herp zoster  chickenpox  small red bump  children  vaccin  shingl vaccin  immun
127566,get shingl expos chicken pox alreadi chicken pox child,shingl  herp zoster  chickenpox  small red bump  children
128192,daughter need chicken pox vaccin  1 week ago friend gave kiss cheek know rash shingl  expos,dermat  rash  skin rash  herp zoster  shingl  chickenpox  small red bump  vaccin  immun  varicella vaccin
128372,colonoscopi year go  normal apper  lympcit biops  evid uc chron  could develop diseas year later,diarrhea  abdomin pain  coliti  crohn diseas  blood stool  ulcer coliti  belli pain  fece  biopsi  colonoscopi
1286292,normal right tempor lobe tumor size golf ball caus dizzi bad headach,dizzi  headach  neoplasm  golf  vertigo
1293657,tsh level 5 58  symptom  u found 1cm subtl hypoecho nodul w increas peripher vascular   pcp order rai uptak scan fna  ,asymptomat  nodul  fine needl aspir  thyroid stimul hormon
1301038,im get septoplasti turbinectomi soon  advic comment,septoplasti
130762,burn irrit  itchi  mild fishi vagin odor littl clear discharg   could yeast infect bv otc med work,yeast infect  bacteri infect vagina  notic vagin odor  vitamin defici  cleocin  metronidazol  femal health  candida  yeast  clindamycin
1332824,ddimer enough rule dvt pulmonari embol   suffer chest pain short bteath  n burn n swell leg n back,chest pain  blood clot leg  lower leg swell  pulmonari embol  chest pressur  blood clot lung  chest tight  deep venous thrombosi  angina  swell leg
1338053,hiatal hernia  late im soft palecolor stool float  diarrhea  stomach pain  gas  nausea  symptom relat hernia,stomach pain  loos stool  nausea  diarrhea  stomach discomfort  hernia  hiatal hernia  fece  gastrointestin pain
13588,polyp colon relat colon cancer,colon polyp  cancer  colon cancer  polyp  colon  precancer
136327,arm bone pain  muscl weak  arthriti right shoulder ra  other  els could,arthriti  asthenia  pain joint  ra  rheumatoid arthriti  weak muscl  muscl weak  bone pain  loss strength  rotat cuff
1366387,past day green stool  today saw tini spot blood tissu  littl abdomin pain  protonix 40 mg 2 x daili  normal,abdomin discomfort  abdomin pain  belli pain  fece  green stool  protonix
1373750,20 week pregnant bv yeast infect  treat flagyl monistat 7   suppos transvagin ultrasound cervic length  reschedul transvagin safe,yeast infect  bacteri infect vagina  transvagin ultrasound  sonogram  yeast  metronidazol  flagyl  candida  pregnanc
1377879,got chest one left breast side got pain breath caught littl pain keft breath also chest,
1378729,alt 140  ast 40  bilirubin 0 3  havent spoken doctor result came direct lab  mean high alt  normal ast im worri ,sgpt  sgot  bilirubin  ast
1391284,aneurysm high risk heart attack stroke caus tast blood throatmyocardi infract  inflam plaqu head pain chest painsymptom,heart attack  stroke  myocardi infarct  cerebr vascular accid  cardiac arrest  aneurysm
1394439,side tongu pain  upper jaw pain roof mouth  lower jaw pain tongu  ear discomfort  nerv pain eye next nose  tmj,jaw pain  tmj syndrom  neuralgia  manag tmj  oral surgeri  nerv pain  nerv  oral maxillofaci surgeri
1397841,sore throat went doctor give amoxicillin per 10 day 2 week sore throat come back,sore throat  headach  throat pain  congest nose  fever  infecti mononucleosi  block nose  antibiot  amoxil  amoxicillin
1398459,new cure hep c cirohsi  76 year male hepc   cirohsi  heartt issu gall bladder stone,hepat c  hep c  bladder
1400392,throat feel tight left side believ due swollen lymph node slight sinus issu month got infect tooth remov what issu,enlarg lymph node  swollen gland  tooth extract
1401226,migrain left side head face numb ting left arm leg  migrain gone  next day back  templ right side  tug feel left heel  burn spot back lower leg  gone min ,migrain headach  numb  migrain  facial numb
1406192,left leg pain back knee  thigh bottom foot  ultrasound dimer normal get wors  go er,compress neuropathi
1406948,hello     im 23 year old suffer anemia heavi blood loss  green tea anyth heavi blood loss period,low blood count  anemia  blood loss
1407624,asthma caus lung nodul non smoker 52 yr f chest xray april  negat  chest xray juli nodul show,lung nodul  lung biopsi  ct scan
1408646,mom xray 3 month agoit negat day xray 1cm small densiti nodul pop quick cancer nonsmok,cancer  nodul  roentgen ray
1409003,blood test miss kidney stone discov ultrasound,sonogram
14120,check blood sugar level home glucos monitor,diabet  child diabet  diabet risk  insulin  glucos  blood sugar  dextros  sugar
1413103,unprotect sex sperm preganc negat test blood test  period light short everi 28 day pregnant  didnt miss period,sperm  sex  pregnanc  menstrual period  menstrual cycl
